Molecule,Atom,x_coord,y_coord,z_coord,sigma_iso,sigma_xx,sigma_yy,sigma_zz,dia_sigma_xx,dia_sigma_yy,dia_sigma_zz,para_sigma_xx,para_sigma_yy,para_sigma_zz,sigma_11,sigma_22,sigma_33,s_tot_symmetry,span,skew
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 50C :,-0.07021,3.65851,-16.85674,20.1,-73.66,13.34,120.63,127.57,220.79,261.68,-33.82,-217.06,-298.84,-73.66,13.34,120.63,0,194.29,-0.1
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 51C :,-0.64706,3.48323,-14.92389,28.38,-58.02,104.22,38.94,153.8,299.18,272.94,-82.74,-227.54,-330.5,-58.02,38.94,104.22,0,162.24,0.2
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 57C :,-0.16135,1.69658,-15.68304,27.79,124.93,-26.31,-15.24,231.54,267.97,306.83,-114.93,-279.49,-328.54,-26.31,-15.24,124.93,0,151.24,-0.85
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 52N :,-0.9608,4.13763,-13.83124,170.93,107.7,184.95,220.13,414.1,342.83,311.35,-265.28,-144.28,-145.94,107.7,184.95,220.13,0,112.43,0.37
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 54N :,-0.9621,5.14135,-13.79599,178.77,231.24,181.75,123.32,201.83,314.29,367.91,-20.3,-192.7,-134.72,123.32,181.75,231.24,0,107.92,0.08
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 59N :,-1.16151,3.64139,-12.97253,178.47,230.86,181.98,122.58,400.1,318.79,354.08,-212.46,-229.95,-95.15,122.58,181.98,230.86,0,108.28,0.1
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 3H :,1.85056,-3.65399,-14.42354,27.78,34.25,25.21,23.89,-79.21,77.69,13.82,105.54,-47.35,12.85,23.89,25.21,34.25,0,10.36,-0.74
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 4H :,-1.00867,-3.16908,-13.28325,26.91,23.61,27.2,29.92,84.4,-59.56,6.59,-57.17,84.62,21.86,23.61,27.2,29.92,0,6.31,0.14
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 7H :,2.41198,-2.20461,-16.88088,24.47,29.6,20.82,22.99,-32.38,51.81,91.91,56.8,-25.93,-68.82,20.82,22.99,29.6,0,8.78,-0.51
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 9H :,3.34765,-1.9455,-17.38756,25.08,22.42,25.57,27.25,17.12,89.75,66.86,8.87,-63.5,-43.86,22.42,25.57,27.25,0,4.83,0.3
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 11H :,2.39691,-3.29532,-16.81784,24.35,29.63,20.75,22.66,125.05,65.48,32.68,-101.09,-9.33,-39.75,20.75,22.66,29.63,0,8.88,-0.57
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 14H :,2.4252,-1.57784,-15.50033,26.26,29.57,23.25,25.97,15.63,96.61,71.58,10.29,-72.26,-43.06,23.25,25.97,29.57,0,6.32,-0.14
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 15H :,2.68791,-0.21348,-15.39687,28.0,34.52,25.52,23.96,133.68,35.86,64.84,-106.85,-2.91,-40.63,23.96,25.52,34.52,0,10.56,-0.7
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 18H :,2.98968,0.34051,-16.28164,23.84,28.24,22.56,20.71,119.83,89.17,37.81,-97.84,-66.39,-11.06,20.71,22.56,28.24,0,7.53,-0.51
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 20H :,2.57849,0.43438,-14.17723,24.51,21.13,26.7,25.71,35.87,90.44,106.97,-63.83,-85.51,-10.41,21.13,25.71,26.7,0,5.57,0.65
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 22H :,2.82822,1.48929,-14.10622,24.12,28.63,23.03,20.69,118.27,24.62,76.93,2.75,-95.17,-55.05,20.69,23.03,28.63,0,7.94,-0.41
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 29H :,2.14561,-0.24168,-13.06379,27.63,34.2,25.08,23.61,126.48,8.25,33.79,-98.41,22.64,-9.87,23.61,25.08,34.2,0,10.59,-0.72
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 30H :,2.02109,0.28044,-12.11936,27.03,23.55,27.57,29.96,4.0,91.11,67.19,23.34,-66.14,-38.43,23.55,27.57,29.96,0,6.41,0.25
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 33H :,1.85668,-1.6211,-13.12241,24.18,29.41,20.54,22.59,123.37,33.81,6.81,-99.66,-8.25,16.44,20.54,22.59,29.41,0,8.87,-0.54
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 35H :,1.26442,-2.28521,-11.89554,24.68,21.89,25.0,27.14,89.67,-17.11,9.64,-64.55,42.6,13.78,21.89,25.0,27.14,0,5.25,0.18
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 37H :,1.23472,-3.36627,-12.0504,24.25,29.63,20.5,22.61,-68.98,84.68,17.01,94.09,-61.63,7.57,20.5,22.61,29.63,0,9.13,-0.54
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 40H :,1.91674,-2.09261,-11.03742,27.14,23.85,30.04,27.54,60.77,-70.35,-16.23,-32.55,94.2,45.59,23.85,27.54,30.04,0,6.19,0.19
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 41H :,-0.11608,-1.76989,-11.58662,27.59,34.27,25.01,23.49,-112.1,58.2,-29.77,136.83,-24.66,54.25,23.49,25.01,34.27,0,10.78,-0.72
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 44H :,-0.34726,-0.74504,-10.66249,23.98,28.46,22.82,20.65,-83.32,-28.97,61.88,-36.44,104.77,54.01,20.65,22.82,28.46,0,7.81,-0.45
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 46H :,0.48968,-0.37756,-10.07614,24.44,21.05,26.64,25.62,69.03,-28.19,-76.05,-43.64,54.78,97.4,21.05,25.62,26.64,0,5.59,0.63
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 48H :,-1.61623,-0.22215,-10.4753,23.9,28.38,22.67,20.66,64.13,-39.81,-16.93,-38.44,62.52,40.23,20.66,22.67,28.38,0,7.72,-0.48
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 53H :,-1.78286,0.55559,-9.73755,28.66,37.01,23.18,25.79,19.23,120.6,93.62,6.65,-96.43,-57.69,23.18,25.79,37.01,0,13.83,-0.62
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 55H :,-2.67282,-0.71904,-11.20753,27.17,20.65,24.56,36.3,-51.91,22.01,66.6,73.37,3.77,-32.34,20.65,24.56,36.3,0,15.65,-0.5
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 56H :,-3.67284,-0.32653,-11.04041,27.11,20.29,34.31,26.72,-80.15,23.96,64.85,100.64,7.19,-35.17,20.29,26.72,34.31,0,14.02,-0.08
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 58H :,-2.50759,-1.75085,-12.13052,28.71,37.11,23.14,25.87,11.02,37.55,80.61,-54.4,12.64,-1.29,23.14,25.87,37.11,0,13.97,-0.61
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 60H :,-1.21105,-2.26606,-12.34584,27.16,36.27,20.65,24.55,75.12,51.4,21.05,-49.78,-25.87,9.55,20.65,24.55,36.27,0,15.62,-0.5
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 61H :,2.06614,-2.26271,-14.33433,27.08,20.26,34.28,26.69,145.91,17.88,72.51,-125.12,10.01,-39.96,20.26,26.69,34.28,0,14.02,-0.08
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 62H :,-3.05617,-3.70143,-15.43508,25.82,37.65,17.9,21.92,19.35,38.76,67.54,-42.5,-9.18,3.5,17.9,21.92,37.65,0,19.75,-0.59
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 63H :,-0.20716,-3.15713,-16.57412,24.76,35.97,23.24,15.07,87.91,46.28,10.33,-54.44,-22.28,6.48,15.07,23.24,35.97,0,20.9,-0.22
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 64H :,-3.64618,-2.26946,-12.97424,27.85,41.96,19.78,21.81,78.54,-20.26,8.0,-38.38,41.66,14.0,19.78,21.81,41.96,0,22.18,-0.82
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 65H :,-4.58558,-2.02912,-12.46536,24.39,36.67,22.95,13.55,53.16,31.58,20.24,-35.39,5.21,-1.64,13.55,22.95,36.67,0,23.12,-0.19
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 2C :,-3.63086,-3.36289,-13.04152,151.51,134.71,163.36,156.46,299.56,167.82,207.26,-145.35,-6.19,-68.57,134.71,156.46,163.36,0,28.65,0.52
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 5C :,-3.67186,-1.63971,-14.35326,40.61,161.28,6.53,-45.99,313.59,255.31,280.83,-106.46,-302.48,-318.97,-45.99,6.53,161.28,0,207.27,-0.49
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 6C :,-3.9616,-0.28059,-14.4534,50.08,163.64,-55.49,42.08,236.87,319.22,285.33,-90.2,-362.52,-238.47,-55.49,42.08,163.64,0,219.13,-0.11
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 8C :,-4.26639,0.26235,-13.56389,59.82,173.77,-51.24,56.94,313.87,248.14,280.6,-90.62,-338.36,-234.16,-51.24,56.94,173.77,0,225.01,-0.04
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 10C :,-3.86508,0.37227,-15.67146,46.99,164.22,36.92,-60.17,233.64,324.16,290.45,-106.86,-333.48,-266.95,-60.17,36.92,164.22,0,224.39,-0.13
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 12C :,-4.13466,1.42199,-15.74103,39.94,162.92,-42.02,-1.08,231.53,277.54,291.47,-80.91,-326.53,-273.28,-42.02,-1.08,162.92,0,204.94,-0.6
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 13C :,-3.41889,-0.29236,-16.78652,152.01,134.21,164.29,157.54,345.46,241.82,298.11,-86.35,-181.24,-161.77,134.21,157.54,164.29,0,30.08,0.55
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 16C :,-3.30176,0.23385,-17.72915,43.45,160.36,-29.87,-0.15,325.53,253.05,274.07,-94.0,-355.09,-273.24,-29.87,-0.15,160.36,0,190.23,-0.69
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 17C :,-3.10266,-1.66591,-16.73126,46.18,-59.55,42.66,155.43,336.86,290.07,261.92,-371.35,-248.87,-130.1,-59.55,42.66,155.43,0,214.98,-0.05
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 19C :,-2.49736,-2.31516,-17.95972,61.73,174.2,56.21,-45.22,331.92,248.91,289.14,-113.01,-273.17,-298.6,-45.22,56.21,174.2,0,219.42,-0.08
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 21C :,-2.47907,-3.407,-17.86462,50.18,-53.18,48.01,155.71,349.56,264.7,271.39,-387.07,-112.07,-235.98,-53.18,48.01,155.71,0,208.89,-0.03
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 23C :,-3.14888,-2.11605,-18.81737,48.36,-29.74,19.93,154.89,321.84,268.73,285.88,-119.98,-345.09,-266.29,-29.74,19.93,154.89,0,184.63,-0.46
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 24C :,-1.12737,-1.77181,-18.26735,18.5,120.22,9.05,-73.78,238.83,328.03,316.51,-145.29,-313.44,-369.15,-73.78,9.05,120.22,0,194.0,-0.15
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 25C :,-0.91658,-0.74033,-19.18898,19.84,109.24,-63.23,13.51,212.69,290.61,283.98,-113.02,-267.79,-346.93,-63.23,13.51,109.24,0,172.47,-0.11
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 28C :,-1.75776,-0.38293,-19.77633,152.45,135.37,157.23,164.75,328.15,218.64,275.13,-73.16,-165.94,-125.49,135.37,157.23,164.75,0,29.38,0.49
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 31C :,0.34176,-0.19192,-19.37488,39.11,163.09,-0.15,-45.6,202.78,288.97,257.58,-61.85,-250.67,-319.47,-45.6,-0.15,163.09,0,208.69,-0.56
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 32C :,0.49023,0.59144,-20.11041,46.54,164.19,-58.02,33.46,209.0,320.18,269.55,-106.02,-261.4,-291.66,-58.02,33.46,164.19,0,222.21,-0.18
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 34C :,1.40802,-0.66952,-18.64383,52.79,175.81,-59.76,42.32,321.5,202.2,249.03,-62.69,-344.31,-207.37,-59.76,42.32,175.81,0,235.57,-0.13
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 36C :,2.40209,-0.26185,-18.80495,46.5,164.86,32.59,-57.94,183.72,318.01,256.27,-62.75,-347.65,-208.09,-57.94,32.59,164.86,0,222.8,-0.19
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 38C :,1.26331,-1.70665,-17.72336,41.04,162.74,-43.37,3.75,220.36,296.36,329.43,-120.69,-277.95,-324.39,-43.37,3.75,162.74,0,206.11,-0.54
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 39C :,-0.02275,-2.248,-17.50932,153.48,136.74,165.97,157.72,271.25,141.32,196.6,19.19,-113.47,-54.46,136.74,157.72,165.97,0,29.23,0.44
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 42C :,-3.29932,-2.31449,-15.5209,46.96,155.32,-31.46,17.02,187.0,228.31,274.88,-47.04,-267.05,-235.23,-31.46,17.02,155.32,0,186.78,-0.48
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 43C :,-0.634,2.26673,-14.92549,48.26,-55.93,44.79,155.92,165.53,213.67,284.46,-296.19,-171.02,-51.66,-55.93,44.79,155.92,0,211.85,-0.05
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 45C :,-0.61955,1.77925,-14.04083,60.61,174.6,53.89,-46.65,201.72,227.87,286.5,-31.29,-173.48,-329.48,-46.65,53.89,174.6,0,221.25,-0.09
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 47C :,-0.34639,4.24638,-16.01492,47.48,-56.81,43.71,155.53,287.24,187.38,223.29,-289.64,-194.97,-70.87,-56.81,43.71,155.53,0,212.34,-0.05
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 49C :,-0.35573,5.25022,-16.04481,45.99,160.81,-26.22,3.37,221.05,257.41,259.02,-94.49,-236.24,-268.8,-26.22,3.37,160.81,0,187.03,-0.68
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 50C :,-0.07021,3.75851,-16.85674,20.08,-73.74,13.36,120.61,127.96,220.67,261.73,-33.91,-216.71,-299.49,-73.74,13.36,120.61,0,194.35,-0.1
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 51C :,-0.64706,3.58323,-14.92389,28.36,-58.09,104.2,38.97,153.86,299.37,273.28,-82.77,-227.55,-331.1,-58.09,38.97,104.2,0,162.29,0.2
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 57C :,-0.16135,1.79658,-15.68304,27.69,124.85,-26.25,-15.52,231.32,267.75,306.21,-114.68,-279.6,-327.94,-26.25,-15.52,124.85,0,151.1,-0.86
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 52N :,-0.9608,4.23763,-13.83124,171.44,108.47,184.6,221.24,413.05,342.27,311.83,-263.28,-143.64,-145.92,108.47,184.6,221.24,0,112.77,0.35
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 54N :,-0.9621,5.24135,-13.79599,178.6,231.1,181.74,122.97,201.63,313.99,367.21,-20.11,-192.64,-134.27,122.97,181.74,231.1,0,108.13,0.09
KLaL_cation_pi_RCCE_opt_2p8.xyz,Nucleus 59N :,-1.16151,3.74139,-12.97253,178.31,230.72,181.97,122.23,399.34,318.83,353.43,-211.66,-229.69,-95.32,122.23,181.97,230.72,0,108.49,0.1
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 3H :,1.85056,-3.65399,-14.42354,27.8,34.24,25.23,23.94,-79.16,77.66,13.72,105.52,-47.33,13.0,23.94,25.23,34.24,0,10.3,-0.75
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 4H :,-1.00867,-3.16908,-13.28325,26.92,23.62,27.21,29.92,84.38,-59.43,6.48,-57.18,84.5,22.02,23.62,27.21,29.92,0,6.3,0.14
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 7H :,2.41198,-2.20461,-16.88088,24.47,29.63,20.82,22.96,-32.31,51.67,91.56,56.74,-25.79,-68.47,20.82,22.96,29.63,0,8.81,-0.51
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 9H :,3.34765,-1.9455,-17.38756,25.09,22.43,25.58,27.27,17.25,89.55,66.65,8.74,-63.31,-43.61,22.43,25.58,27.27,0,4.84,0.3
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 11H :,2.39691,-3.29532,-16.81784,24.34,29.64,20.72,22.66,125.0,65.34,32.75,-101.06,-9.37,-39.63,20.72,22.66,29.64,0,8.92,-0.57
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 14H :,2.4252,-1.57784,-15.50033,26.26,29.56,23.25,25.98,15.64,96.55,71.53,10.29,-72.2,-43.01,23.25,25.98,29.56,0,6.31,-0.13
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 15H :,2.68791,-0.21348,-15.39687,27.99,34.52,25.52,23.94,133.67,35.89,64.77,-106.83,-2.94,-40.57,23.94,25.52,34.52,0,10.58,-0.7
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 18H :,2.98968,0.34051,-16.28164,23.83,28.25,22.55,20.7,119.75,89.1,37.83,-97.78,-66.33,-11.07,20.7,22.55,28.25,0,7.55,-0.51
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 20H :,2.57849,0.43438,-14.17723,24.51,21.12,26.7,25.7,35.9,90.29,107.05,-63.67,-85.6,-10.45,21.12,25.7,26.7,0,5.58,0.64
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 22H :,2.82822,1.48929,-14.10622,24.12,28.64,23.02,20.69,118.11,24.65,76.99,2.73,-95.03,-55.09,20.69,23.02,28.64,0,7.95,-0.42
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 29H :,2.14561,-0.24168,-13.06379,27.64,34.2,25.09,23.62,126.4,8.27,33.92,-98.34,22.63,-9.98,23.62,25.09,34.2,0,10.58,-0.72
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 30H :,2.02109,0.28044,-12.11936,27.03,23.55,27.58,29.96,4.02,91.06,67.27,23.33,-66.1,-38.5,23.55,27.58,29.96,0,6.41,0.26
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 33H :,1.85668,-1.6211,-13.12241,24.17,29.42,20.5,22.59,123.1,34.35,6.92,-99.42,-8.78,16.34,20.5,22.59,29.42,0,8.92,-0.53
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 35H :,1.26442,-2.28521,-11.89554,24.68,21.89,25.01,27.15,89.54,-16.42,9.88,-64.44,41.91,13.57,21.89,25.01,27.15,0,5.26,0.19
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 37H :,1.23472,-3.36627,-12.0504,24.26,29.65,20.51,22.62,-68.13,84.66,17.13,93.26,-61.59,7.46,20.51,22.62,29.65,0,9.14,-0.54
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 40H :,1.91674,-2.09261,-11.03742,27.15,23.87,30.03,27.54,60.8,-70.25,-16.11,-32.59,94.13,45.46,23.87,27.54,30.03,0,6.16,0.19
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 41H :,-0.11608,-1.76989,-11.58662,27.58,34.26,25.02,23.45,-112.01,58.22,-29.59,136.75,-24.68,54.04,23.45,25.02,34.26,0,10.81,-0.71
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 44H :,-0.34726,-0.74504,-10.66249,24.0,28.47,22.83,20.69,-83.18,-28.6,61.93,-36.5,104.68,53.66,20.69,22.83,28.47,0,7.78,-0.45
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 46H :,0.48968,-0.37756,-10.07614,24.46,21.08,26.66,25.63,68.98,-27.84,-76.16,-43.61,54.44,97.55,21.08,25.63,26.66,0,5.58,0.63
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 48H :,-1.61623,-0.22215,-10.4753,23.92,28.39,22.68,20.68,64.05,-39.66,-16.89,-38.37,62.35,40.28,20.68,22.68,28.39,0,7.71,-0.48
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 53H :,-1.78286,0.55559,-9.73755,28.54,36.93,22.93,25.76,19.62,120.73,92.79,6.26,-96.85,-56.93,22.93,25.76,36.93,0,14.0,-0.6
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 55H :,-2.67282,-0.71904,-11.20753,27.14,20.64,24.54,36.24,-52.67,21.97,66.05,74.1,3.78,-31.81,20.64,24.54,36.24,0,15.6,-0.5
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 56H :,-3.67284,-0.32653,-11.04041,27.07,20.28,34.27,26.67,-80.48,23.83,64.07,100.96,7.17,-34.34,20.28,26.67,34.27,0,13.99,-0.09
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 58H :,-2.50759,-1.75085,-12.13052,28.59,37.03,22.89,25.84,11.02,37.31,79.02,-52.84,12.35,-1.1,22.89,25.84,37.03,0,14.14,-0.58
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 60H :,-1.21105,-2.26606,-12.34584,27.13,36.22,20.65,24.53,74.4,50.9,20.98,9.53,-48.99,-25.42,20.65,24.53,36.22,0,15.57,-0.5
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 61H :,2.06614,-2.26271,-14.33433,27.03,20.23,34.23,26.64,145.77,18.08,71.8,-125.01,9.8,-39.34,20.23,26.64,34.23,0,14.0,-0.08
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 62H :,-3.05617,-3.70143,-15.43508,25.81,37.65,17.85,21.93,19.28,38.7,67.51,-42.51,-9.1,3.55,17.85,21.93,37.65,0,19.8,-0.59
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 63H :,-0.20716,-3.15713,-16.57412,24.77,35.97,23.25,15.09,87.93,46.41,10.32,-54.45,-22.41,6.51,15.09,23.25,35.97,0,20.88,-0.22
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 64H :,-3.64618,-2.26946,-12.97424,27.86,41.96,19.8,21.82,78.54,-20.22,8.05,-38.39,41.64,13.97,19.8,21.82,41.96,0,22.16,-0.82
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 65H :,-4.58558,-2.02912,-12.46536,24.4,36.7,22.97,13.54,53.09,31.52,20.17,-35.4,5.35,-1.53,13.54,22.97,36.7,0,23.16,-0.19
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 2C :,-3.63086,-3.36289,-13.04152,151.56,134.79,163.37,156.51,299.59,167.66,207.11,-145.33,-6.0,-68.36,134.79,156.51,163.37,0,28.58,0.52
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 5C :,-3.67186,-1.63971,-14.35326,40.7,161.25,6.78,-45.92,313.43,255.63,280.61,-106.61,-302.17,-318.77,-45.92,6.78,161.25,0,207.17,-0.49
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 6C :,-3.9616,-0.28059,-14.4534,49.98,163.56,-55.67,42.04,236.46,318.63,285.64,-89.99,-362.34,-238.47,-55.67,42.04,163.56,0,219.23,-0.11
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 8C :,-4.26639,0.26235,-13.56389,59.98,173.62,-51.05,57.38,313.63,248.4,280.41,-90.93,-337.94,-233.63,-51.05,57.38,173.62,0,224.67,-0.03
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 10C :,-3.86508,0.37227,-15.67146,46.91,164.17,36.89,-60.32,234.17,324.35,289.77,-107.15,-333.69,-266.71,-60.32,36.89,164.17,0,224.49,-0.13
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 12C :,-4.13466,1.42199,-15.74103,40.02,162.88,-41.97,-0.84,231.74,277.65,290.86,-81.05,-326.36,-272.75,-41.97,-0.84,162.88,0,204.85,-0.6
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 13C :,-3.41889,-0.29236,-16.78652,151.98,134.19,164.27,157.48,345.47,241.83,297.99,-86.38,-181.27,-161.72,134.19,157.48,164.27,0,30.08,0.55
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 16C :,-3.30176,0.23385,-17.72915,43.47,160.35,-29.9,-0.04,325.83,253.21,273.86,-94.12,-355.41,-272.97,-29.9,-0.04,160.35,0,190.25,-0.69
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 17C :,-3.10266,-1.66591,-16.73126,46.17,-59.6,42.74,155.38,336.67,290.12,262.03,-371.39,-248.83,-130.09,-59.6,42.74,155.38,0,214.98,-0.05
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 19C :,-2.49736,-2.31516,-17.95972,61.72,174.12,56.29,-45.24,331.8,249.25,289.1,-112.97,-273.01,-299.0,-45.24,56.29,174.12,0,219.36,-0.07
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 21C :,-2.47907,-3.407,-17.86462,50.19,-53.19,48.1,155.65,349.32,264.63,271.81,-387.03,-112.16,-236.0,-53.19,48.1,155.65,0,208.84,-0.03
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 23C :,-3.14888,-2.11605,-18.81737,48.41,-29.72,20.08,154.87,322.14,268.69,285.75,-120.01,-345.28,-266.07,-29.72,20.08,154.87,0,184.59,-0.46
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 24C :,-1.12737,-1.77181,-18.26735,18.46,120.16,9.06,-73.83,238.85,328.05,316.29,-145.31,-313.66,-368.84,-73.83,9.06,120.16,0,193.99,-0.15
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 25C :,-0.91658,-0.74033,-19.18898,19.83,109.22,-63.31,13.57,212.89,290.51,283.75,-113.16,-267.66,-346.85,-63.31,13.57,109.22,0,172.53,-0.11
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 28C :,-1.75776,-0.38293,-19.77633,152.45,135.38,157.21,164.76,328.07,218.7,275.15,-73.18,-165.84,-125.56,135.38,157.21,164.76,0,29.38,0.49
KLaL_cation_pi_RCCE_opt_2p9.xyz,Nucleus 31C :,0.34176,-0.19192,-19.37488,39.15,163.11,-0.07,-45.59,202.43,289.6,257.77,-61.7,-250.78,-319.87,-45.59,-0.07,163.11,0,208.7,-0.56
